pkey;ref_ouvrage;id_gis;comment;p_nom;sst30;gen_auto;temp_min;ref_profil;profil_libelle;pompe;groupe1;tpambgroupe1;groupe2;groupe3;ecs;direct;sstfulldirect;temp_ext;ref_zone_forcage;zone_forcage_libelle;regul_cad;ref_type_regulateur;regulateur_libelle;regulateur_num
60;39161;1511829;SST 2.0 Verdel 6, 1630 BULLE;140;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
61;39162;3091184;SST 2.0 Verdel 5, 1630 BULLE;130;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
62;39163;1511441;SST 2.0 Etang 2, 1630 BULLE;420;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
63;39164;235006909;SST 2.0 Berra 50, 1630 BULLE;50;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
64;39165;235555941;SST 2.0 Poya 1, 1630 BULLE;12;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
65;39166;235555182;SST 2.0 Poya 17, 1630 BULLE;12;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
66;39167;235554111;SST 2.0 Poya 15, 1630 BULLE;12;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
67;39168;235554274;SST 2.0 Pré-Vert 5, 1630 BULLE;90;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
68;39169;235555183;SST 2.0 Poya 9, 1630 BULLE;12;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
69;39170;235554110;SST 2.0 Poya 7, 1630 BULLE;12;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
70;39171;235005810;SST 2.0 Poya 25, 1630 BULLE;12;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
71;39172;235006863;SST 2.0 Stade 87, 1630 BULLE;100;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
72;39173;235006222;SST 2.0 Poya 24, 1630 BULLE;12;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
73;39174;235004713;SST 2.0 Poya 22, 1630 BULLE;12;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
74;39175;235004700;SST 2.0 Poya 18, 1630 BULLE;12;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
75;39176;235004699;SST 2.0 Poya 16, 1630 BULLE;12;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
76;39177;235004698;SST 2.0 Poya 14, 1630 BULLE;12;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
77;39178;235006486;SST 2.0 Poya 12, 1630 BULLE;12;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
78;39179;235004696;SST 2.0 Poya 8, 1630 BULLE;12;0;1;65;1002;SST2.0-groupe2;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
79;39180;235004695;SST 2.0 Poya 6, 1630 BULLE;12;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
80;39181;235004694;SST 2.0 Poya 4, 1630 BULLE;12;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
81;39182;235004693;SST 2.0 Poya 2, 1630 BULLE;12;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
84;39185;235003440;SST 2.0 Armaillis 5, 1630 BULLE;12;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
85;39186;235002818;SST 2.0 Armaillis 1, 1630 BULLE;12;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
86;39187;235003618;SST 2.0 Armaillis 3, 1630 BULLE;12;0;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
87;39188;235002998;SST 2.0 Armaillis 16, 1630 BULLE;12;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
88;39189;235003021;SST 2.0 Armaillis 22, 1630 BULLE;12;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
89;39190;235002404;SST 2.0 Armaillis 10, 1630 BULLE;15;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
90;39191;235002405;SST 2.0 Armaillis 12, 1630 BULLE;15;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
91;39192;235002403;SST 2.0 Armaillis 8, 1630 BULLE;15;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
92;39193;235000616;SST 2.0 Armaillis 6, 1630 BULLE;15;0;1;65;1002;SST2.0-groupe2;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
93;39194;235002414;SST 2.0 Armaillis 4, 1630 BULLE;15;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
94;39195;235000860;SST 2.0 Armaillis 2, 1630 BULLE;15;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
95;39196;235002273;SST 2.0 Armaillis 21, 1630 BULLE;15;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
96;39197;235000060;SST 2.0 Armaillis 25, 1630 BULLE;15;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
98;39199;235005723;SST 2.0 Pré-Vert 3, 1630 BULLE;125;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
99;39200;235002563;SST 3.0 Pré-Vert 2, 1630 BULLE;90;1;1;65;1015;SST2.0-groupe15;1;1;0;0;0;1;0;0;1;2015;ECS-zone15;1;8;SST3.0 V1;1006
100;39201;235000029;SST 2.0 Pré-Vert 4, 1630 BULLE;125;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
101;39202;235000028;SST 2.0 Pré-Vert 6, 1630 BULLE;125;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
102;39203;235001317;SST 2.0 Pré-Vert 1, 1630 BULLE;125;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
103;39204;235554100;SST 2.0 Pierre-Alex 14, 1630 BULLE;120;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
104;39205;235553943;SST 2.0 Bouleyres 4, 1630 BULLE;120;0;1;65;1002;SST2.0-groupe2;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
105;39206;1511291;SST 2.0 Morlon 11, 1630 BULLE;30;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
106;39207;235005797;SST 2.0 Morlon 15, 1630 BULLE;20;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
107;39208;1511301;SST 2.0 Vudalla 43, 1630 BULLE;85;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
108;39209;1511253;SST 2.0 Rieta 3, 1630 BULLE;40;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
1245;178966;160003660;SST 2.0 Pays-d'Enhaut 39, 1630 BULLE;150;0;1;65;1005;SST2.0-groupe5;0;1;0;0;0;1;0;0;1;2005;ECS-zone5;1;8;SST3.0 V1;1006
113;39214;235006823;SST 2.0 Sionge 9, 1630 BULLE;90;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
114;39215;1511143;SST 2.0 Sionge 7, 1630 BULLE;25;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
115;39216;1511146;SST 2.0 Gare 6, 1630 BULLE;65;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
1215;160529;1510563;SST 3.0 Essert 3, 1630 BULLE;50;1;1;65;1014;SST2.0-groupe14;0;1;0;0;0;1;0;0;1;2014;ECS-zone14;1;8;SST3.0 V1;1006
1207;159445;1514850;SST 2.0 Humilimont 30, 1638 MARSENS;110;0;1;65;1011;SST2.0-groupe11;1;0;0;0;0;0;0;0;1;2011;ECS-zone11;1;7;SST3.0 V0;1005
119;39220;1511167;SST 2.0 Vevey 6, 1630 BULLE;60;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
120;39221;1511170;SST 2.0 Vevey 10, 1630 BULLE;50;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
121;39222;1511168;SST 2.0 Vevey 8, 1630 BULLE;50;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
122;39223;1511145;SST 2.0 Gare 4, 1630 BULLE;70;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
116;39217;1511166;SST 3.0 Vevey 2, 1630 BULLE;40;1;1;65;1004;SST2.0-groupe4;0;1;0;1;0;0;0;0;1;2004;ECS-zone4;1;9;SST3.0 V2;1007
123;39224;1511144;SST 2.0 Gare 2, 1630 BULLE;90;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
124;39225;1511729;SST 2.0 Vevey 18, 1630 BULLE;120;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
125;39226;1511207;SST 2.0 Victor-Tissot 4, 1630 BULLE;250;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
779;39921;235556771;SST 3.0 Russalet 15, 1630 BULLE;80;1;1;65;1007;SST2.0-groupe7;0;1;0;0;0;1;0;0;1;2007;ECS-zone7;1;8;SST3.0 V1;1006
127;39228;1511171;SST 2.0 Vevey 11, 1630 BULLE;110;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
128;39229;1511172;SST 2.0 Vevey 9, 1630 BULLE;50;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
129;39230;1511196;SST 2.0 Gruyères 21, 1630 BULLE;120;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
130;39231;1511195;SST 2.0 Gruyères 11, 1630 BULLE;60;0;1;65;1002;SST2.0-groupe2;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
131;39232;235005960;SST 2.0 Marché 28, 1630 BULLE;150;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
132;39233;1511233;SST 2.0 Marché 25, 1630 BULLE;50;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
133;39234;1511132;SST 2.0 Grand-Rue 61, 1630 BULLE;90;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
134;39235;1511225;SST 2.0 Poterne 1, 1630 BULLE;210;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
135;39236;1511226;SST 2.0 Grand-Rue 66, 1630 BULLE;60;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
137;39238;1511262;SST 3.0 Riaz 16, 1630 BULLE;250;1;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
138;39239;235006217;SST 2.0 Moulin 11, 1630 BULLE;15;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
139;39240;235006216;SST 2.0 Moulin 7, 1630 BULLE;15;0;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
140;39241;235006816;SST 2.0 Moulin 57, 1630 BULLE;15;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
141;39242;235554093;SST 2.0 Moulin 53, 1630 BULLE;15;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
142;39243;235006877;SST 2.0 Pâla 11, 1630 BULLE;50;0;1;65;1007;SST2.0-groupe7;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
143;39244;235002132;SST 2.0 Moulin 12, 1630 BULLE;140;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
144;39245;235002134;SST 2.0 Moulin 18, 1630 BULLE;140;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
145;39246;235000942;SST 2.0 Moulin 26, 1630 BULLE;140;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
146;39247;235000944;SST 2.0 Moulin 38, 1630 BULLE;140;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
147;39248;191460482;SST 2.0 Pâla 19, 1630 BULLE;100;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
148;39249;235000943;SST 2.0 Moulin 46, 1630 BULLE;140;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
149;39250;235000945;SST 2.0 Moulin 54, 1630 BULLE;140;0;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
152;39253;235006469;SST 2.0 Campanules 2, 1630 BULLE;15;0;1;65;1002;SST2.0-groupe2;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
153;39254;235006840;SST 2.0 Campanules 16, 1630 BULLE;15;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
154;39255;235554123;SST 2.0 Campanules 6, 1630 BULLE;15;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
157;39258;235006915;SST 2.0 Pervenches 9, 1630 BULLE;12;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
158;39259;235005826;SST 2.0 Pervenches 1, 1630 BULLE;15;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
159;39260;235554326;SST 2.0 Pervenches 16, 1630 BULLE;15;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
160;39261;235554095;SST 2.0 Riaz 91, 1630 BULLE;30;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
162;39263;235554009;SST 2.0 Hôpital 43, 1632 RIAZ;80;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
163;39264;235554007;SST 2.0 Hôpital 41, 1632 RIAZ;80;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
164;39265;235554008;SST 2.0 Hôpital 39, 1632 RIAZ;50;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
165;39266;235005592;SST 2.0 Saletta 10, 1632 RIAZ;100;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
166;39267;190359468;SST 2.0 Mosseires 81, 1630 BULLE;200;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
167;39268;1517208;SST 2.0 Clémence 10, 1663 LA TOUR-DE -TREME;90;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
168;39269;235557425;SST 2.0 Plaisance 32, 1630 BULLE;22;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
170;39271;235557573;SST 2.0 Clémence 24, 1663 LA TOUR-DE -TREME;35;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
173;39274;3091145;SST 2.0 Vevey 34, 1630 BULLE;120;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
176;39277;1511321;SST 2.0 Berra 19, 1630 BULLE;110;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
177;39278;190216140;SST 2.0 Câtillon 16, 1630 BULLE;8;0;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
179;39280;1511302;SST 2.0 Vudalla 45, 1630 BULLE;70;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
180;39281;1511299;SST 2.0 Condémine 48, 1630 BULLE;50;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
182;39283;1511194;SST 2.0 Gruyères 9, 1630 BULLE;50;0;1;65;1014;SST2.0-groupe14;0;1;0;0;0;0;0;0;1;2014;ECS-zone14;1;8;SST3.0 V1;1006
183;39284;1511191;SST 2.0 Place du Tilleul 7, 1630 BULLE;70;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;5;MR08/12 primaire;1003
184;39285;1511189;SST 2.0 Place du Tilleul 1, 1630 BULLE;140;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2012;ECS-zone12;1;7;SST3.0 V0;1005
1079;134128;1511053;SST 3.0 Riaz 21, 1630 BULLE;40;1;1;65;1003;SST2.0-groupe3;0;1;0;0;0;1;0;0;1;2003;ECS-zone3;1;8;SST3.0 V1;1006
188;39289;190197232;SST 2.0 Europe 68, 1630 BULLE;150;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2010;ECS-zone10;1;7;SST3.0 V0;1005
189;39290;1511275;SST 2.0 Riaz 42, 1630 BULLE;110;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
191;39292;190210071;SST 2.0 Fribourg 1, 1630 BULLE;235;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
193;39294;1510965;SST 2.0 Crêts 79, 1630 BULLE;50;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
194;39295;1511100;SST 2.0 Crêts 10, 1630 BULLE;90;0;1;65;1014;SST2.0-groupe14;0;1;0;1;0;1;1;0;1;2014;ECS-zone14;1;9;SST3.0 V2;1007
195;39296;235557431;SST 2.0 Plaisance 44, 1630 BULLE;9;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
196;39297;235557448;SST 2.0 Aurore 39, 1630 BULLE;9;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
197;39298;190195400;SST 2.0 Taillemau 15, 1630 BULLE;6;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
202;39303;235556347;SST 2.0 Vudalla 35, 1630 BULLE;50;0;1;65;1015;SST2.0-groupe15;0;0;0;0;0;0;0;0;0;2015;ECS-zone15;1;7;SST3.0 V0;1005
205;39306;235555937;SST 2.0 Morlon 48, 1630 BULLE;60;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
206;39307;235555943;SST 2.0 Morlon 46, 1630 BULLE;60;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
208;39309;235556388;SST 2.0 Porte-d'en-Bas 12, 1663 LA TOUR-DE -TREME;80;0;1;65;1009;SST2.0-groupe9;1;1;0;0;0;1;0;0;1;2009;ECS-zone9;1;8;SST3.0 V1;1006
1208;159448;191988344;SST 2.0 Noisetiers 24, 1663 LA TOUR-DE -TREME;45;0;1;65;1010;SST2.0-groupe10;0;0;0;0;0;0;0;0;0;2010;ECS-zone10;1;7;SST3.0 V0;1005
211;39312;235006926;SST 2.0 Berra 46, 1630 BULLE;50;0;1;65;1014;SST2.0-groupe14;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
212;39313;235006805;SST 2.0 Berra 48, 1630 BULLE;50;0;1;65;1013;SST2.0-groupe13;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
213;39314;1515927;SST 2.0 Monts 28, 1632 RIAZ;20;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
215;39316;9015449;SST 2.0 Hubert-Charles 10, 1632 RIAZ;50;0;1;65;1016;SST2.0-groupe16;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
216;39317;235556439;SST 2.0 Hubert-Charles 12, 1632 RIAZ;40;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
217;39318;9080052;SST 2.0 Monts 14, 1632 RIAZ;150;0;1;65;1001;SST2.0-groupe1;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
218;39319;190195481;SST 2.0 Morlon 8, 1630 BULLE;20;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
219;39320;1511140;SST 2.0 Sionge 29, 1630 BULLE;25;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
918;12995;191652911;SST 3.0 Agges 17, 1663 LA TOUR-DE -TREME;30;1;1;65;1016;SST2.0-groupe16;0;1;0;0;0;1;0;0;1;2016;ECS-zone16;1;8;SST3.0 V1;1006
221;39322;235556384;SST 2.0 Lécheretta 24, 1630 BULLE;380;0;1;65;1006;SST2.0-groupe6;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
224;39325;1511086;SST 2.0 Toula 11, 1630 BULLE;60;0;1;65;1009;SST2.0-groupe9;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
225;39326;1511113;SST 2.0 Grand-Rue 5, 1630 BULLE;40;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
1108;137261;1510725;SST 3.0 Vanils 11, 1630 BULLE;15;1;1;65;1012;SST2.0-groupe12;0;1;0;0;0;1;0;0;1;2012;ECS-zone12;1;8;SST3.0 V1;1006
227;39328;1511116;SST 2.0 Grand-Rue 13, 1630 BULLE;100;0;1;65;1012;SST2.0-groupe12;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
228;39329;1511215;SST 2.0 Grand-Rue 16, 1630 BULLE;20;0;1;65;1011;SST2.0-groupe11;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
229;39330;1511217;SST 2.0 Grand-Rue 20, 1630 BULLE;45;0;1;65;1005;SST2.0-groupe5;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;4;MR08/12;1002
230;39331;1511123;SST 2.0 Grand-Rue 29, 1630 BULLE;40;0;1;65;1008;SST2.0-groupe8;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
1246;178969;502171779;SST 2.0 Hans-Liebherr 9, 1630 BULLE;300;0;1;65;1004;SST2.0-groupe4;0;0;0;0;0;0;0;0;0;2004;ECS-zone4;1;7;SST3.0 V0;1005
232;39333;1511218;SST 2.0 Grand-Rue 26, 1630 BULLE;40;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
233;39334;1511503;SST 2.0 Grand-Rue 24, 1630 BULLE;110;0;1;65;1004;SST2.0-groupe4;0;1;0;1;0;0;1;0;1;2004;ECS-zone4;1;0;Non defini;0
234;39335;1511138;SST 2.0 Lion-d'Or 7, 1630 BULLE;60;0;1;65;1003;SST2.0-groupe3;0;0;0;0;0;0;0;0;0;2000;ECS-Default;1;6;RVD 230-250;1004
